chromosome	nSites	nMatches	percentMatches	accByChance	individual_iteration	coverage	nFounders	Ne	mu	population_iteration	population
3R	856122	853208	0.996596279502221	0.833086145875999	1	0.005X	128	NA	NA	6	dgrp
X	495942	0	0	0.828065752424629	1	0.005X	128	NA	NA	6	dgrp
2L	866976	866976	1	0.824283881677595	2	0.005X	128	NA	NA	6	dgrp
2R	705443	702920	0.996423523941693	0.828123549978648	2	0.005X	128	NA	NA	6	dgrp
3L	836662	830370	0.992479639328666	0.834899009258002	2	0.005X	128	NA	NA	6	dgrp
3R	828410	828140	0.999674074431743	0.838018858371979	2	0.005X	128	NA	NA	6	dgrp
X	474154	473590	0.998810513040067	0.832496198081085	2	0.005X	128	NA	NA	6	dgrp
2L	856666	843877	0.985071194607934	0.825390246642798	3	0.005X	128	NA	NA	6	dgrp
2R	711182	709118	0.997097789314128	0.826136425405919	3	0.005X	128	NA	NA	6	dgrp
3L	869503	856532	0.985082282637323	0.829703500038522	3	0.005X	128	NA	NA	6	dgrp
3R	860509	853352	0.991682829581097	0.8330964450169	3	0.005X	128	NA	NA	6	dgrp
X	494194	0	0	0.827955178014488	3	0.005X	128	NA	NA	6	dgrp
2L	864888	860472	0.994894136581846	0.823418861134217	4	0.005X	128	NA	NA	6	dgrp
2R	703422	696784	0.990563274961545	0.827702571989467	4	0.005X	128	NA	NA	6	dgrp
3L	854814	846745	0.990560519598416	0.831639344445126	4	0.005X	128	NA	NA	6	dgrp
3R	851619	845563	0.992888838788237	0.834375372041879	4	0.005X	128	NA	NA	6	dgrp
X	491823	0	0	0.829842202657715	4	0.005X	128	NA	NA	6	dgrp
2L	855920	851483	0.994816104308814	0.82412791699706	5	0.005X	128	NA	NA	6	dgrp
2R	696027	696027	1	0.828858568431095	5	0.005X	128	NA	NA	6	dgrp
3L	850909	850049	0.998989316131337	0.831975441161756	5	0.005X	128	NA	NA	6	dgrp
3R	852063	843417	0.989852862992525	0.834270666808758	5	0.005X	128	NA	NA	6	dgrp
X	489863	0	0	0.829794472393061	5	0.005X	128	NA	NA	6	dgrp
2L	839824	839727	0.999884499609442	0.825927167025882	6	0.005X	128	NA	NA	6	dgrp
2R	701576	700795	0.998886792022532	0.828350522717652	6	0.005X	128	NA	NA	6	dgrp
3L	812647	809752	0.996437567603154	0.841072005863932	6	0.005X	128	NA	NA	6	dgrp
3R	847373	842301	0.994014442282206	0.834923053971428	6	0.005X	128	NA	NA	6	dgrp
X	483284	482535	0.99845018663974	0.83146798665927	6	0.005X	128	NA	NA	6	dgrp
2L	827085	827085	1	0.829314362524514	7	0.005X	128	NA	NA	6	dgrp
2R	679479	677679	0.997350911507199	0.831417418946738	7	0.005X	128	NA	NA	6	dgrp
3L	858739	855876	0.996666041719312	0.831314393607442	7	0.005X	128	NA	NA	6	dgrp
3R	848214	838579	0.988640838279019	0.834823860701435	7	0.005X	128	NA	NA	6	dgrp
X	492487	0	0	0.829107823794193	7	0.005X	128	NA	NA	6	dgrp
2L	874130	864070	0.988491414320524	0.823066009717656	8	0.005X	128	NA	NA	6	dgrp
2R	698578	692212	0.990887202288077	0.830322118242341	8	0.005X	128	NA	NA	6	dgrp
3L	845592	836500	0.98924776960993	0.832620609120202	8	0.005X	128	NA	NA	6	dgrp
3R	850770	848080	0.996838158374179	0.833686523392419	8	0.005X	128	NA	NA	6	dgrp
X	505640	502673	0.994132188909105	0.826000279188811	8	0.005X	128	NA	NA	6	dgrp
2L	831579	831579	1	0.825272175700236	9	0.005X	128	NA	NA	6	dgrp
2R	684120	680262	0.994360638484476	0.830312628281616	9	0.005X	128	NA	NA	6	dgrp
3L	807845	807533	0.999613787298306	0.836794808822225	9	0.005X	128	NA	NA	6	dgrp
3R	824495	819123	0.993484496570628	0.836790499228936	9	0.005X	128	NA	NA	6	dgrp
X	498850	0	0	0.827195425103719	9	0.005X	128	NA	NA	6	dgrp
2L	853537	849995	0.995850209188354	0.826350296972471	10	0.005X	128	NA	NA	6	dgrp
2R	679946	679125	0.998792551173181	0.835367051754378	10	0.005X	128	NA	NA	6	dgrp
3L	856401	853090	0.996133820488299	0.831662077726377	10	0.005X	128	NA	NA	6	dgrp
3R	844168	843938	0.999727542384928	0.835673351871753	10	0.005X	128	NA	NA	6	dgrp
X	467533	466374	0.997521030601048	0.834010481375459	10	0.005X	128	NA	NA	6	dgrp
2L	865961	861765	0.995154516196457	0.823479600543175	1	0.005X	128	NA	NA	7	dgrp
2R	707122	705057	0.997079711846046	0.827479218841106	1	0.005X	128	NA	NA	7	dgrp
3L	845908	840919	0.994102195510623	0.8333232466353	1	0.005X	128	NA	NA	7	dgrp
3R	855714	855321	0.999540734404252	0.833659298463576	1	0.005X	128	NA	NA	7	dgrp
X	481332	481332	1	0.830389671404094	1	0.005X	128	NA	NA	7	dgrp
2L	869912	860646	0.989348347878866	0.823181855770263	2	0.005X	128	NA	NA	7	dgrp
2R	703283	700345	0.995822449853046	0.827570900830958	2	0.005X	128	NA	NA	7	dgrp
3L	842116	842115	0.99999881251514	0.833619774334784	2	0.005X	128	NA	NA	7	dgrp
3R	844415	843565	0.998993385953589	0.835146506529983	2	0.005X	128	NA	NA	7	dgrp
X	475970	475384	0.998768829968275	0.83178649672921	2	0.005X	128	NA	NA	7	dgrp
2L	867018	855028	0.986170990683008	0.823797078527966	3	0.005X	128	NA	NA	7	dgrp
2R	708817	693364	0.978198886313393	0.82767927899685	3	0.005X	128	NA	NA	7	dgrp
3L	859174	847207	0.986071505888214	0.831375511539044	3	0.005X	128	NA	NA	7	dgrp
3R	851185	850994	0.999775606947961	0.834923606632527	3	0.005X	128	NA	NA	7	dgrp
X	487014	481738	0.989166635866731	0.830851839095044	3	0.005X	128	NA	NA	7	dgrp
2L	862204	859323	0.996658563402629	0.824038106018657	4	0.005X	128	NA	NA	7	dgrp
2R	700619	697634	0.995739481801093	0.828640833311949	4	0.005X	128	NA	NA	7	dgrp
3L	828861	827232	0.998034652372352	0.831914121706259	4	0.005X	128	NA	NA	7	dgrp
3R	857584	857355	0.99973297076438	0.833360394769338	4	0.005X	128	NA	NA	7	dgrp
X	479526	468512	0.977031485258359	0.830145938833281	4	0.005X	128	NA	NA	7	dgrp
2L	874412	870121	0.995092702295943	0.821886727496495	5	0.005X	128	NA	NA	7	dgrp
2R	716373	686795	0.958711453390901	0.82598153665817	5	0.005X	128	NA	NA	7	dgrp
3L	843192	836869	0.992501114811336	0.833460953135636	5	0.005X	128	NA	NA	7	dgrp
3R	841266	803947	0.95563947669346	0.835743363611338	5	0.005X	128	NA	NA	7	dgrp
X	489321	481698	0.984421269473413	0.830035599333892	5	0.005X	128	NA	NA	7	dgrp
2L	865457	841802	0.972667619535113	0.823070184059469	6	0.005X	128	NA	NA	7	dgrp
2R	710045	702540	0.989430247378687	0.827165107962356	6	0.005X	128	NA	NA	7	dgrp
3L	866444	866444	1	0.830434739299588	6	0.005X	128	NA	NA	7	dgrp
3R	863742	857097	0.992306730482019	0.832652139413207	6	0.005X	128	NA	NA	7	dgrp
X	491288	0	0	0.829033418222667	6	0.005X	128	NA	NA	7	dgrp
2L	876931	866466	0.988066335891877	0.823236077805067	7	0.005X	128	NA	NA	7	dgrp
2R	706975	700893	0.991397149828495	0.827569241027346	7	0.005X	128	NA	NA	7	dgrp
3L	853035	844969	0.990544350466276	0.832379504883921	7	0.005X	128	NA	NA	7	dgrp
3R	847035	843220	0.995496053882071	0.836028532262085	7	0.005X	128	NA	NA	7	dgrp
X	495925	478963	0.965797247567677	0.828697154515194	7	0.005X	128	NA	NA	7	dgrp
2L	877176	863590	0.98451166014574	0.822571838312203	8	0.005X	128	NA	NA	7	dgrp
2R	714892	698942	0.97768893762974	0.826483880191953	8	0.005X	128	NA	NA	7	dgrp
3L	855625	845907	0.988642220598977	0.830784796511664	8	0.005X	128	NA	NA	7	dgrp
3R	840492	839981	0.999392022767617	0.834906066537713	8	0.005X	128	NA	NA	7	dgrp
X	486644	474338	0.974712520857136	0.829427082384238	8	0.005X	128	NA	NA	7	dgrp
2L	863700	858205	0.993637837211995	0.825251328089301	9	0.005X	128	NA	NA	7	dgrp
2R	699778	689173	0.98484519376145	0.829696077766382	9	0.005X	128	NA	NA	7	dgrp
3L	815457	814016	0.998232892721505	0.840738358157165	9	0.005X	128	NA	NA	7	dgrp
3R	809776	798835	0.986488856177511	0.842947161873021	9	0.005X	128	NA	NA	7	dgrp
X	481037	478571	0.994873575213549	0.830247024717992	9	0.005X	128	NA	NA	7	dgrp
2L	868847	860693	0.990615148581971	0.823173046586367	10	0.005X	128	NA	NA	7	dgrp
2R	701914	700736	0.99832173172212	0.82767088837803	10	0.005X	128	NA	NA	7	dgrp
3L	848064	839204	0.989552675269791	0.832188775402057	10	0.005X	128	NA	NA	7	dgrp
3R	842811	837564	0.993774404937762	0.83660466367194	10	0.005X	128	NA	NA	7	dgrp
X	482497	0	0	0.829988334831714	10	0.005X	128	NA	NA	7	dgrp
2L	868098	864703	0.996089151224862	0.82283687613422	1	0.005X	128	NA	NA	8	dgrp
2R	695695	689919	0.991697511121972	0.829251303479052	1	0.005X	128	NA	NA	8	dgrp
3L	828626	828452	0.999790013830124	0.833263384702478	1	0.005X	128	NA	NA	8	dgrp
3R	837473	830304	0.991439724026924	0.835764111530465	1	0.005X	128	NA	NA	8	dgrp
X	491109	0	0	0.828862174884355	1	0.005X	128	NA	NA	8	dgrp
2L	875325	864448	0.987573758318339	0.822492009459855	2	0.005X	128	NA	NA	8	dgrp
2R	710362	704282	0.991440983611173	0.826440630445894	2	0.005X	128	NA	NA	8	dgrp
3L	855620	832714	0.973228769780977	0.831604423872227	2	0.005X	128	NA	NA	8	dgrp
3R	852486	852224	0.999692663574534	0.834418443618742	2	0.005X	128	NA	NA	8	dgrp
X	493289	0	0	0.828297858552372	2	0.005X	128	NA	NA	8	dgrp
2L	857679	853805	0.995483158617618	0.825566263344484	3	0.005X	128	NA	NA	8	dgrp
2R	706795	706375	0.999405768292079	0.827241931773387	3	0.005X	128	NA	NA	8	dgrp
3L	859375	858881	0.999425163636364	0.83073228713294	3	0.005X	128	NA	NA	8	dgrp
3R	844967	838334	0.992149989289523	0.834014702772299	3	0.005X	128	NA	NA	8	dgrp
X	470576	470576	1	0.833486491770245	3	0.005X	128	NA	NA	8	dgrp
2L	842649	839737	0.996544231346622	0.824916182166434	4	0.005X	128	NA	NA	8	dgrp
2R	706072	704638	0.997969045649735	0.827937338302665	4	0.005X	128	NA	NA	8	dgrp
3L	827226	814611	0.98475023754089	0.833586448978327	4	0.005X	128	NA	NA	8	dgrp
3R	842328	833097	0.989041086132718	0.8354399204428	4	0.005X	128	NA	NA	8	dgrp
X	491604	488006	0.992681101048812	0.828748960782458	4	0.005X	128	NA	NA	8	dgrp
2L	865998	858152	0.990939932886681	0.82334331208153	5	0.005X	128	NA	NA	8	dgrp
2R	705431	703530	0.997305193562517	0.827150412703512	5	0.005X	128	NA	NA	8	dgrp
3L	845027	840838	0.995042761947251	0.833095603563109	5	0.005X	128	NA	NA	8	dgrp
3R	831687	829854	0.997796045868217	0.83774737070909	5	0.005X	128	NA	NA	8	dgrp
X	477425	474600	0.994082840236686	0.832635613722774	5	0.005X	128	NA	NA	8	dgrp
2L	867317	862190	0.994088666542913	0.824713070799477	6	0.005X	128	NA	NA	8	dgrp
2R	679484	670906	0.987375714512777	0.836436025708315	6	0.005X	128	NA	NA	8	dgrp
3L	838036	831704	0.992444238672324	0.832462947228651	6	0.005X	128	NA	NA	8	dgrp
3R	846995	842294	0.994449790140438	0.83364097942637	6	0.005X	128	NA	NA	8	dgrp
X	488549	482559	0.987739203232429	0.829443529498655	6	0.005X	128	NA	NA	8	dgrp
2L	855990	847827	0.990463673641047	0.82322296422079	7	0.005X	128	NA	NA	8	dgrp
2R	706321	704973	0.998091519295051	0.826446609714481	7	0.005X	128	NA	NA	8	dgrp
3L	839593	832004	0.99096109662658	0.832716871715762	7	0.005X	128	NA	NA	8	dgrp
3R	850804	847218	0.995785163210328	0.834424817065032	7	0.005X	128	NA	NA	8	dgrp
X	497115	0	0	0.827743953996262	7	0.005X	128	NA	NA	8	dgrp
2L	850435	847780	0.996878068282702	0.825523447043563	8	0.005X	128	NA	NA	8	dgrp
2R	576237	566775	0.983579672947069	0.863096541585319	8	0.005X	128	NA	NA	8	dgrp
3L	865878	859499	0.992632911333929	0.830067593429955	8	0.005X	128	NA	NA	8	dgrp
3R	857401	856019	0.998388152101525	0.83332459947424	8	0.005X	128	NA	NA	8	dgrp
X	499063	0	0	0.827166130929179	8	0.005X	128	NA	NA	8	dgrp
2L	822850	809679	0.983993437443033	0.835399670574067	9	0.005X	128	NA	NA	8	dgrp
2R	707411	703503	0.994475630149941	0.827472983840473	9	0.005X	128	NA	NA	8	dgrp
3L	835718	827275	0.98989730985811	0.836303222953739	9	0.005X	128	NA	NA	8	dgrp
3R	857525	839690	0.979201772543075	0.833794466944054	9	0.005X	128	NA	NA	8	dgrp
X	492238	492206	0.999934990797135	0.829327468235584	9	0.005X	128	NA	NA	8	dgrp
2L	859706	851906	0.99092713090289	0.825161827383493	10	0.005X	128	NA	NA	8	dgrp
2R	576739	574114	0.995448547783313	0.862998223608625	10	0.005X	128	NA	NA	8	dgrp
3L	846050	841717	0.994878553276993	0.831553104166394	10	0.005X	128	NA	NA	8	dgrp
3R	834187	827051	0.991445563165094	0.836195092408311	10	0.005X	128	NA	NA	8	dgrp
X	493429	483310	0.979492490307623	0.828812373754352	10	0.005X	128	NA	NA	8	dgrp
2L	847770	845354	0.997150170447173	0.824455372739955	1	0.005X	128	NA	NA	9	dgrp
2R	696679	687287	0.986518898947722	0.828018039741437	1	0.005X	128	NA	NA	9	dgrp
3L	848930	845627	0.996109219841448	0.833847755486191	1	0.005X	128	NA	NA	9	dgrp
3R	851298	850823	0.999442028525851	0.835215336589556	1	0.005X	128	NA	NA	9	dgrp
X	473537	470912	0.994456610571085	0.831082261779304	1	0.005X	128	NA	NA	9	dgrp
2L	849644	842555	0.991656505548206	0.825254006818608	2	0.005X	128	NA	NA	9	dgrp
2R	699523	695581	0.994364731395537	0.82851287785661	2	0.005X	128	NA	NA	9	dgrp
3L	846928	846657	0.999680020025315	0.834543762978229	2	0.005X	128	NA	NA	9	dgrp
3R	866920	864529	0.997241960042449	0.832186442389087	2	0.005X	128	NA	NA	9	dgrp
X	484927	482353	0.994691984566749	0.830379153104186	2	0.005X	128	NA	NA	9	dgrp
2L	865432	859153	0.992744663936624	0.824826051624953	3	0.005X	128	NA	NA	9	dgrp
2R	705705	692554	0.981364734556224	0.827480602128594	3	0.005X	128	NA	NA	9	dgrp
3L	860926	855180	0.993325791066828	0.830414661988077	3	0.005X	128	NA	NA	9	dgrp
3R	852627	851745	0.998965550000176	0.834279497791447	3	0.005X	128	NA	NA	9	dgrp
X	496919	484759	0.975529210998171	0.828527763553567	3	0.005X	128	NA	NA	9	dgrp
2L	851963	835403	0.980562536166477	0.824654631217042	4	0.005X	128	NA	NA	9	dgrp
2R	696402	690436	0.991433109037596	0.828401431211947	4	0.005X	128	NA	NA	9	dgrp
3L	839159	839159	1	0.832401331492357	4	0.005X	128	NA	NA	9	dgrp
3R	833121	830462	0.996808386776951	0.836358934253363	4	0.005X	128	NA	NA	9	dgrp
X	495963	0	0	0.82815229168411	4	0.005X	128	NA	NA	9	dgrp
2L	866742	862281	0.994853139688627	0.824089363079192	5	0.005X	128	NA	NA	9	dgrp
2R	707877	701065	0.990376859256622	0.827338118836856	5	0.005X	128	NA	NA	9	dgrp
3L	853941	846860	0.991707858037031	0.831616842581585	5	0.005X	128	NA	NA	9	dgrp
3R	843836	831184	0.985006565256756	0.83500325843154	5	0.005X	128	NA	NA	9	dgrp
X	496820	0	0	0.828880866943316	5	0.005X	128	NA	NA	9	dgrp
2L	863616	862051	0.9981878520083	0.824232402873195	6	0.005X	128	NA	NA	9	dgrp
2R	681276	672627	0.987304704701178	0.833695235316494	6	0.005X	128	NA	NA	9	dgrp
3L	854513	846245	0.990324313380838	0.832001073169734	6	0.005X	128	NA	NA	9	dgrp
3R	849761	847614	0.997473407228621	0.83517967513062	6	0.005X	128	NA	NA	9	dgrp
X	499305	0	0	0.827694656226121	6	0.005X	128	NA	NA	9	dgrp
2L	843355	840654	0.99679731548399	0.825244331379373	7	0.005X	128	NA	NA	9	dgrp
2R	686301	677393	0.987020272446055	0.829010235267901	7	0.005X	128	NA	NA	9	dgrp
3L	801350	796755	0.994265926249454	0.84068916268632	7	0.005X	128	NA	NA	9	dgrp
3R	822182	818007	0.994922048889419	0.839589085400031	7	0.005X	128	NA	NA	9	dgrp
X	493215	0	0	0.828953742952767	7	0.005X	128	NA	NA	9	dgrp
2L	860330	853550	0.992119303058129	0.823887752754196	8	0.005X	128	NA	NA	9	dgrp
2R	701678	694199	0.989341264796673	0.827058179951561	8	0.005X	128	NA	NA	9	dgrp
3L	821891	820943	0.99884656237871	0.835832461027071	8	0.005X	128	NA	NA	9	dgrp
3R	814204	811481	0.996655629301747	0.840726704182255	8	0.005X	128	NA	NA	9	dgrp
X	490103	487696	0.995088787458963	0.830411210607972	8	0.005X	128	NA	NA	9	dgrp
2L	851762	841960	0.988492090513547	0.826286332777269	9	0.005X	128	NA	NA	9	dgrp
2R	689692	683187	0.990568253655255	0.832140078188749	9	0.005X	128	NA	NA	9	dgrp
3L	850854	842140	0.98975852496433	0.832785233697796	9	0.005X	128	NA	NA	9	dgrp
3R	840199	831433	0.98956675739914	0.836732251396094	9	0.005X	128	NA	NA	9	dgrp
X	485271	482691	0.99468338309934	0.83153251958246	9	0.005X	128	NA	NA	9	dgrp
2L	857998	855118	0.996643348818995	0.825762377185148	10	0.005X	128	NA	NA	9	dgrp
2R	693097	691653	0.997916597532524	0.831853233324793	10	0.005X	128	NA	NA	9	dgrp
3L	862086	858744	0.996123356602474	0.830745890248111	10	0.005X	128	NA	NA	9	dgrp
3R	855566	845307	0.988009107421286	0.833567377387014	10	0.005X	128	NA	NA	9	dgrp
X	495197	0	0	0.829067543714398	10	0.005X	128	NA	NA	9	dgrp
2L	852105	847161	0.994197898146355	0.828905564739911	1	0.005X	32	NA	NA	1	dgrp
2R	693339	692109	0.998225976037696	0.832173941281201	1	0.005X	32	NA	NA	1	dgrp
3L	833560	830550	0.996388982196842	0.840678449588198	1	0.005X	32	NA	NA	1	dgrp
3R	833323	833002	0.999614795223461	0.841449235254571	1	0.005X	32	NA	NA	1	dgrp
X	502288	500812	0.997061446819355	0.830951860501391	1	0.005X	32	NA	NA	1	dgrp
2L	883173	876055	0.991940423903358	0.825237080006998	2	0.005X	32	NA	NA	1	dgrp
2R	716023	712127	0.994558834003936	0.829595159143247	2	0.005X	32	NA	NA	1	dgrp
3L	820249	817346	0.996460830796502	0.844684015376562	2	0.005X	32	NA	NA	1	dgrp
3R	826032	825127	0.998904400798032	0.84322853722491	2	0.005X	32	NA	NA	1	dgrp
X	500149	498170	0.996043179132619	0.831464374084644	2	0.005X	32	NA	NA	1	dgrp
2L	865340	860063	0.993901818938221	0.827717306104993	3	0.005X	32	NA	NA	1	dgrp
2R	692398	692061	0.999513285711397	0.834864772441996	3	0.005X	32	NA	NA	1	dgrp
3L	854459	844117	0.987896435054227	0.835062525462917	3	0.005X	32	NA	NA	1	dgrp
3R	843376	832508	0.987113695433591	0.838294178141297	3	0.005X	32	NA	NA	1	dgrp
X	482228	0	0	0.834945969176005	3	0.005X	32	NA	NA	1	dgrp
2L	861578	858977	0.996981120687854	0.827071529965367	4	0.005X	32	NA	NA	1	dgrp
2R	707121	699771	0.989605739328913	0.830764058737071	4	0.005X	32	NA	NA	1	dgrp
3L	845281	843168	0.997500239565304	0.836124985639822	4	0.005X	32	NA	NA	1	dgrp
3R	845874	840834	0.99404166578001	0.837447351775501	4	0.005X	32	NA	NA	1	dgrp
X	496738	496032	0.998578727618986	0.832624820811508	4	0.005X	32	NA	NA	1	dgrp
2L	864743	860858	0.995507335705522	0.828076710361497	5	0.005X	32	NA	NA	1	dgrp
2R	712108	711517	0.999170069708527	0.829718397076042	5	0.005X	32	NA	NA	1	dgrp
3L	840552	835711	0.994240689451694	0.836439577041984	5	0.005X	32	NA	NA	1	dgrp
3R	838744	835712	0.99638507101094	0.838630806892656	5	0.005X	32	NA	NA	1	dgrp
X	506517	503494	0.994031789653654	0.830413482470182	5	0.005X	32	NA	NA	1	dgrp
2L	879246	869639	0.989073592600933	0.826027610839814	6	0.005X	32	NA	NA	1	dgrp
2R	703301	698259	0.992830950048415	0.832234238389111	6	0.005X	32	NA	NA	1	dgrp
3L	820646	820102	0.999337107595723	0.842642274933787	6	0.005X	32	NA	NA	1	dgrp
3R	822060	820238	0.997783616767632	0.844346104905118	6	0.005X	32	NA	NA	1	dgrp
X	501879	501467	0.999179084998575	0.830901547551575	6	0.005X	32	NA	NA	1	dgrp
2L	840802	837951	0.99660918979736	0.828873190836616	7	0.005X	32	NA	NA	1	dgrp
2R	705491	700056	0.992296145521346	0.830516765243059	7	0.005X	32	NA	NA	1	dgrp
3L	827615	823140	0.994592896455477	0.840782345035399	7	0.005X	32	NA	NA	1	dgrp
3R	842642	838507	0.995092815216901	0.837938369833894	7	0.005X	32	NA	NA	1	dgrp
X	481700	479166	0.994739464396928	0.835600455066916	7	0.005X	32	NA	NA	1	dgrp
2L	877298	865665	0.986739967491092	0.826330773522649	8	0.005X	32	NA	NA	1	dgrp
2R	717314	713076	0.99409184820037	0.829452788383795	8	0.005X	32	NA	NA	1	dgrp
3L	811203	808501	0.996669144468154	0.845393190288742	8	0.005X	32	NA	NA	1	dgrp
3R	855335	853364	0.99769563972011	0.83689138820701	8	0.005X	32	NA	NA	1	dgrp
X	499004	497282	0.996549125858711	0.831899772353818	8	0.005X	32	NA	NA	1	dgrp
2L	868056	865915	0.997533569262813	0.828427746290557	9	0.005X	32	NA	NA	1	dgrp
2R	706201	698187	0.988651956029516	0.832138517681496	9	0.005X	32	NA	NA	1	dgrp
3L	866142	861698	0.994869201585883	0.834335636367426	9	0.005X	32	NA	NA	1	dgrp
3R	860443	859871	0.999335226156759	0.836108085950465	9	0.005X	32	NA	NA	1	dgrp
X	483524	483066	0.999052787452122	0.837568348095055	9	0.005X	32	NA	NA	1	dgrp
2L	868982	862285	0.992293281103636	0.828560127658606	10	0.005X	32	NA	NA	1	dgrp
2R	690133	689644	0.999291440925155	0.836863742310037	10	0.005X	32	NA	NA	1	dgrp
3L	834289	823860	0.987499535532651	0.837528007137957	10	0.005X	32	NA	NA	1	dgrp
3R	845947	842618	0.996064765286714	0.83834136922739	10	0.005X	32	NA	NA	1	dgrp
X	469489	466437	0.993499315212923	0.8393705066587	10	0.005X	32	NA	NA	1	dgrp
2L	869816	864353	0.993719361336191	0.830280913741117	1	0.005X	32	NA	NA	10	dgrp
2R	709400	702535	0.990322808006766	0.831558108315069	1	0.005X	32	NA	NA	10	dgrp
3L	851533	845322	0.992706095946957	0.835318722575576	1	0.005X	32	NA	NA	10	dgrp
3R	843222	842042	0.998600605771671	0.835913443808417	1	0.005X	32	NA	NA	10	dgrp
X	496537	492758	0.992389288210143	0.831928174092532	1	0.005X	32	NA	NA	10	dgrp
2L	880127	875036	0.994215607520278	0.82832817805317	2	0.005X	32	NA	NA	10	dgrp
2R	706819	702057	0.993262773072031	0.831299519015294	2	0.005X	32	NA	NA	10	dgrp
3L	859647	853059	0.992336389238839	0.834268252635209	2	0.005X	32	NA	NA	10	dgrp
3R	857833	856527	0.998477559151956	0.834571623581107	2	0.005X	32	NA	NA	10	dgrp
X	494277	0	0	0.831120378880989	2	0.005X	32	NA	NA	10	dgrp
2L	864742	857083	0.991143023005706	0.830896062547517	3	0.005X	32	NA	NA	10	dgrp
2R	694698	693524	0.998310057031977	0.834160779242917	3	0.005X	32	NA	NA	10	dgrp
3L	860476	855278	0.993959157489576	0.834922766189451	3	0.005X	32	NA	NA	10	dgrp
3R	853835	848157	0.993350003220763	0.834697924666081	3	0.005X	32	NA	NA	10	dgrp
X	490225	488448	0.996375133867102	0.833526748782133	3	0.005X	32	NA	NA	10	dgrp
2L	890019	888911	0.99875508275666	0.82641614785313	4	0.005X	32	NA	NA	10	dgrp
2R	718322	712608	0.992045350135455	0.829651370451961	4	0.005X	32	NA	NA	10	dgrp
3L	853985	826843	0.968217240349655	0.835423292139144	4	0.005X	32	NA	NA	10	dgrp
3R	833718	825878	0.990596340729119	0.838363148562385	4	0.005X	32	NA	NA	10	dgrp
X	498888	493043	0.988283943490322	0.830921427580203	4	0.005X	32	NA	NA	10	dgrp
2L	872327	868448	0.995553273027202	0.829233677968212	5	0.005X	32	NA	NA	10	dgrp
2R	702381	701256	0.998398305193335	0.833292669786348	5	0.005X	32	NA	NA	10	dgrp
3L	862433	853140	0.989224670206265	0.834587630579266	5	0.005X	32	NA	NA	10	dgrp
3R	845985	842264	0.99560157686011	0.837006797445872	5	0.005X	32	NA	NA	10	dgrp
X	496499	0	0	0.831486328690962	5	0.005X	32	NA	NA	10	dgrp
2L	871516	860934	0.987857939498529	0.829270163238521	6	0.005X	32	NA	NA	10	dgrp
2R	710776	702029	0.987693731921168	0.83229666735702	6	0.005X	32	NA	NA	10	dgrp
3L	861412	860169	0.998557020334056	0.835086909919798	6	0.005X	32	NA	NA	10	dgrp
3R	849061	846994	0.997565545938396	0.835823483007217	6	0.005X	32	NA	NA	10	dgrp
X	499113	493956	0.989667670447374	0.831511188918468	6	0.005X	32	NA	NA	10	dgrp
2L	880962	880031	0.998943200728295	0.827625203419475	7	0.005X	32	NA	NA	10	dgrp
2R	714243	711891	0.996707003078784	0.83029393121315	7	0.005X	32	NA	NA	10	dgrp
3L	821381	819191	0.997333758633326	0.844309677533193	7	0.005X	32	NA	NA	10	dgrp
3R	841560	831667	0.988244450781881	0.837395851376882	7	0.005X	32	NA	NA	10	dgrp
X	500280	0	0	0.830450980460112	7	0.005X	32	NA	NA	10	dgrp
2L	881240	880496	0.99915573510054	0.827070948572978	8	0.005X	32	NA	NA	10	dgrp
2R	720233	718295	0.997309204104783	0.829123980835936	8	0.005X	32	NA	NA	10	dgrp
3L	853616	850087	0.995865822571273	0.836448446706579	8	0.005X	32	NA	NA	10	dgrp
3R	843060	837536	0.99344767869428	0.838210049668799	8	0.005X	32	NA	NA	10	dgrp
